"Drug/device name","Medicinal ingredient","Manufacturer","Outcome","Decision date","Control number / Application number","Type of submission / Type of application"
"IDHIFA","enasidenib mesylate","Celgene Inc","Approved","2019-02-06","217033","Priority New Drug Submission (New Active Substance)"
"FLOW RE-DIRECTION ENDOLUMINAL DEVICE (FRED) SYSTEM","N/A","Microvention, Inc.","Approved","2019-02-06","290355","New device licence application"
"TRUSHOT","N/A","Conmed Corporation","Approved","2019-02-06","289266","New device licence application"
"ENDOFORM ANTIMICROBIAL DERMAL TEMPLATE","N/A","Aroa Biosurgery Ltd.","Approved","2019-02-05","287560","New device licence application"
"AEON ENDOSCOPIC STAPLER","N/A","Lexington Medical, Inc.","Approved","2019-02-05","283725","New device licence application"
"PLEXA AND PLEXA (PROMRI) ICD LEADS","N/A","Biotronik SE & Co. KG","Approved","2019-02-04","291023","New device licence application"
"RESOLUTE ONYX ZOTAROLIMUS-ELUTING CORONARY STENT SYSTEM","N/A","Medtronic Inc.","Approved","2019-02-04","287228","New device licence application"
"NEWTOM VGI EVO","N/A","CEFLA S.C.","Approved","2019-02-01","278595","New device licence application"
"TRITANIUM TL CURVED POSTERIOR LUMBAR CAGE","N/A","Stryker Spine","Approved","2019-02-01","289515","New device licence application"
"E-LOFLO MODULE","N/A","GE Healthcare Finland OY","Approved","2019-02-01","292514","New device licence application"
"KALYDECO","ivacaftor","Vertex Pharmaceuticals (Canada) Incorporated","Approved","2019-01-25","218044","Priority Supplement to a New Drug Submission"
"HUMIRA","Adalimumab","AbbVie Corporation","Approved","2019-01-23","213550","Supplemental New Drug Submission (SNDS)"
"THE PROMUS ELITE EVEROLIMUS-ELUTING PLATINUM CHROMIUM CORONARY STENT SYSTEM","N/A","Boston Scientific Corporation","Approved","2019-01-22","291056","New device licence application"
"GORE MOLDING AND OCCLUSION BALLOON CATHETER","N/A","W.L. Gore & Associates Inc","Approved","2019-01-22","288966","New device licence application"
"PURASTAT","N/A","3-D Matrix Europe SAS","Approved","2019-01-21","285669","New device licence application"
"ERELZI","Etanercept","Sandoz Canada Incorporated","Approved","2019-01-17","213347","Supplement New Drug Submission"
"GENTRIX SURGICAL MATRIX","N/A","ACELL, INC.","Approved","2019-01-14","286635","New device licence application"
"FILASILK STERILISED SURGICAL SUTURE","N/A","Meril Endo Surgery Private Limited","Approved","2019-01-14","285125","New device licence application"
"FILASILK STERILISED SURGICAL NEEDLED SUTURE","N/A","Meril Endo Surgery Private Limited","Approved","2019-01-14","285085","New device licence application"
"PDP-AMLODIPINE","amlodipine besylate","Pendopharm, a Division of Pharmascience Inc","Approved","2019-01-11","211854","New Drug Submission"
"ONSTRYV","safinamide","Valeo Pharma Inc","Approved","2019-01-10","207115","New Drug Submission (New Active Substance)"
"VONVENDI","von Willebrand factor (Recombinant) / facteur de von Willebrand (recombinant)","Shire Pharma Canada ULC","Approved","2019-01-10","213188","New Drug Submission"
"LUTATHERA","lutetium (177Lu) oxodotreotide","Advanced Accelerator Applications USA, Inc.","Approved","2019-01-09","217184","New Drug Submission (NDS)"
"VYZULTA","latanoprostene bunod","Bausch & Lomb Inc","Approved","2018-12-27","211732","New Drug Submission (New Active Substance)"
"VERKAZIA","cyclosporin","Santen Incorporated","Approved","2018-12-24","215813","New Drug Submission"
"FULPHILA","pegfilgrastim","BGP Pharma ULC","Approved","2018-12-24","200807","New Drug Submission (NDS)"
"ADCETRIS","Brentuximab vedotin","Seattle Genetics Inc.","Approved","2018-12-21","213996","Supplement to a New Drug Submission"
"BRINEURA","cerliponase alfa","BioMarin International Limited","Approved","2018-12-19","216539","New Drug Submission"
"CRESEMBA","isavuconazonium sulfate","Avir Pharma Inc","Approved","2018-12-19","208919","New Drug Submission (New Active Substance)"
"EMBOTRAP II REVASCULARIZATION DEVICE","N/A","Neuravi Limited","Approved","2018-12-14","289651","New device licence application"
"BIOTHRAX","Anthrax Vaccine Adsorbed","Emergent BioDefense Operations Lansing LLC","Approved","2018-12-13","212387","Extraordinary Use New Drug Submission"
"PIPELINE FLEX EMBOLIZATION DEVICE WITH SHIELD TECHNOLOGY","N/A","Micro Therapeutics Inc. DBA EV3 Neurovascular","Approved","2018-12-13","286783","New device licence application"
"VYNCRO / CANAKINUMAB","Canakinumab","Novartis Pharmaceuticals Canada, Inc.","Cancelled by sponsor","2018-12-11","213303","New Drug Submission"
"ORKAMBI","ivacaftor, lumacaftor","Vertex Pharmaceuticals (Canada) Incorporated","Approved","2018-12-11","215032","Supplement to a New Drug Submission"
"BOSULIF","bosutinib","Pfizer Canada Inc","Approved","2018-12-10","211317","Supplement to a New Drug Submission"
"HELI-FX ENDOANCHOR SYSTEM","N/A","Medtronic Inc.","Approved","2018-12-10","285286","New device licence application"
"ELECSYS HIV DUO SCREENING","N/A","Roche Diagnostics GMBH","Approved","2018-12-07","276890","New device licence application"
"MITRACLIP DELIVERY SYSTEM","N/A","Abbott Vascular","Approved","2018-12-06","285676","New device licence application"
"CRYSVITA","Burosumab","Kyowa Kirin Limited","Approved","2018-12-05","216239","New Drug Submission (Priority Review)"
"STRAUMANN CERABONE","N/A","Institut Straumann AG","Approved","2018-12-04","279111","New device licence application"
"HUMIRA","Adalimumab","AbbVie Corporation","Approved","2018-11-30","212133","Supplemental New Drug Submission (SNDS)"
"WEB ANEURYSM EMBOLIZATION SYSTEM","N/A","Microvention, Inc.","Approved","2018-11-30","286113","New device licence application"
"ASCYRUS MEDICAL DISSECTION STENT (AMDS)","N/A","Ascyrus Medical GMBH","Approved","2018-11-30","285727","New device licence application"
"COREVALVE EVOLUT PRO TRANSCATHETER AORTIC VALVES","N/A","Medtronic Corevalve LLC","Approved","2018-11-30","287898","New device licence application"
"BELSOMRA","suvorexant","Merck Canada Inc","Approved","2018-11-29","196367","New Drug Submission (New Active Substance)"
"ACETAMINOPHEN INJECTION","acetaminophen","Avir Pharma Inc","Approved","2018-11-29","209478","New Drug Submission"
"UNITUXIN","Dinutuximab","United Therapeutics Corporation","Approved","2018-11-28","212066","New Drug Submission"
"DARZALEX","daratumumab","Janssen Inc","Approved","2018-11-27","212559","Supplemental New Drug Submission (SNDS)"
"ILUVIEN","fluocinolone acetonide","Knight Therapeutics Inc.","Approved","2018-11-23","201510","New Drug Submission"
"INNOHEP","Tinzaparin Sodium","Leo Pharma Inc.","Cancelled by sponsor","2018-11-22","199839","Supplemental New Drug Submission"
"ADYNOVATE","Antihemophilic Factor (Recombinant), Pegylated","Shire Pharma Canada ULC","Approved","2018-11-21","211971","Supplement to a New Drug Submission"
"SUBLOCADE","buprenorphine","Indivior UK Limited","Approved","2018-11-21","215660","New Drug Submission"
"ARLEVERT","dimenhydrinate, cinnarizine","Xediton Pharmaceuticals Inc","Rejected","2018-11-20","195151","New Drug Submission (New Active Substance)"
"OPDIVO","Nivolumab","Bristol-Myers Squibb Canada","Approved","2018-11-15","211838","Supplement to a New Drug Submission"
"WAYLIVRA (VOLANESORSEN)","volanesorsen","Akcea Therapeutics Inc","Rejected","2018-11-15","209280","Priority New Drug Submission (New Active Substance)"
"DELSTRIGO","lamivudine, tenofovir disoproxil fumarate, doravirine","Merck Canada Inc","Approved","2018-11-09","211708","New Drug Submission"
"KUVAN","sapropterin dihydrochloride","Biomarin Pharmaceutical Inc","Approved","2018-11-08","214085","Supplement to a New Drug Submission"
"KAMRAB","Rabies Immunoglobulin (Human)","Kamada Ltd.","Approved","2018-11-07","211541","New Drug Submission"
"GILENYA","fingolimod hydrochloride","Novartis Pharmaceuticals Canada Inc","Approved","2018-11-07","215423","Supplement to a New Drug Submission"
"VIROTROL HIV-1 GO","N/A","Bio-Rad Laboratories","Approved","2018-10-29","288116","New device licence application"
"FOLOTYN","pralatrexate","Servier Canada Inc.","Approved","2018-10-26","207545","New Drug Submission (New Active Substance)"
"OPTIMA COIL SYSTEM","N/A","BALT USA, LLC","Approved","2018-10-26","281505","New device licence application"
"VILAZODONE HYDROCHLORIDE (VIIBRYD)","Vilazodone hydrochloride","Forest Laboratories Canada Inc.","Cancelled by sponsor","2018-10-24","210066","Supplement to a New Drug Submission"
"NUCALA","mepolizumab for injection","GlaxoSmithKline Inc.","Cancelled by sponsor","2018-10-18","212242","Supplemental New Drug Submission (SNDS)"
"JIVI","Antihemophilic Factor (Recombinant, B-domain deleted, PEGylated)","Bayer Inc.","Approved","2018-10-18","210935","New Drug Submission"
"SENSORCAINE, SENSORCAINE WITH EPINEPHRINE","bupivacaine hydrochloride, epinephrine","Aspen Pharmacare Canada Inc.","Approved","2018-10-16","204198","Supplement to a New Drug Submission"
"INVOKANA","canagliflozin","Janssen Inc","Approved","2018-10-15","210676","Supplement to a New Drug Submission"
"IVASCULAR CAPTURER THROMBUS EXTRACTION CATHETER","N/A","Life Vascular Devices Biotech S.L.","Approved","2018-10-15","280367","New device licence application"
"TRAJENTA","linagliptin","Boehringer Ingelheim (Canada) Ltd./Ltée","Approved","2018-10-11","194075","Supplement to a New Drug Submission"
"XERMELO","telotristat etiprate","Ipsen Biopharmaceuticals Canada Inc","Approved","2018-10-10","208730","New Drug Submission (New Active Substance)"
"GUARDIAN SENSOR (3)","N/A","Medtronic Minimed","Approved","2018-10-09","287263","New device licence application"
"ORILISSA","elagolix","AbbVie Corporation","Approved","2018-10-05","209513","New Drug Submission (New Active Substance)"
"MINIMED 670G","N/A","Medtronic Minimed","Approved","2018-10-05","287262","New device licence application"
"XELJANZ","tofacitinib","Pfizer Canada Inc","Approved","2018-10-04","209643","Supplement to a New Drug Submission"
"RADICAVA","edaravone","Mitsubishi Tanabe Pharma Corporation","Approved","2018-10-03","214391","Priority New Drug Submission (New Active Substance)"
"RYDAPT","midostaurin","Novartis Pharmaceuticals Canada Inc.","Approved","2018-10-03","210496","Supplement to a New Drug Submission"
"VELTASSA","patiromer sorbitex calcium","Vifor Fresenius Medical Care Renal Pharma Ltd.","Approved","2018-10-03","210368","New Drug Submission (New Active Substance)"
"TEGSEDI","inotersen sodium","Akcea Therapeutics Inc.","Approved","2018-10-03","214274","Priority New Drug Submission (New Active Substance)"
"OCCLUSIN EMBOLIZATION MICROSPHERES","N/A","Imbiotechnologies, Ltd.","Approved","2018-10-01","273635","New device licence application"
"DEFIGARD TOUCH 7","N/A","Schiller Medical","Approved","2018-09-28","273449","New device licence application"
"KEYTRUDA","Pembrolizumab","Merck Canada Inc.","Approved","2018-09-21","212388","Supplement to a New Drug Submission"
"MEKINIST","trametinib","Novartis Pharmaceuticals Canada Inc.","Approved","2018-09-21","213580","Supplement to a New Drug Submission"
"TAFINLAR","dabrafenib","Novartis Pharmaceuticals Canada Inc.","Approved","2018-09-21","213581","Supplement to a New Drug Submission"
"VENCLEXTA","venetoclax","AbbVie Corporation","Approved","2018-09-21","214078","Priority Supplement to a New Drug Submission"
"ALINITY I ANTI-HBS ASSAY","N/A","Abbott Ireland, Diagnostics Division","Approved","2018-09-21","286375","New device licence application"
"ILIVIA 7 ICD (PROMRI)","N/A","Biotronik SE & CO. KG","Approved","2018-09-21","285745","New device licence application"
"NATRELLE 133 PLUS MICROCELL TISSUE EXPANDERS","N/A","Allergan, Inc.","Approved","2018-09-20","274891","New device licence application"
"STRAUMANN JASON MEMBRANE","N/A","Institut Straumann Ag","Approved","2018-09-20","277870","New device licence application"
"TAKHZYRO","Lanadelumab injection","Shire Pharma Canada ULC","Approved","2018-09-19","213920","New Drug Submission"
"DUAVIVE","conjugated estrogens, bazedoxifene acetate","Pfizer Canada Inc.","Approved","2018-09-14","210469","Supplement to a New Drug Submission"
"CABOMETYX","cabozantinib","Ipsen Biopharmaceuticals Canada Inc","Approved","2018-09-14","206230","Priority New Drug Submission (New Active Substance)"
"XARELTO","rivaroxaban","Bayer Inc","Approved","2018-09-14","211611","Supplement to a New Drug Submission"
"APTIOM","eslicarbazepine acetate","Sunovion Pharmaceuticals Canada Inc","Approved","2018-09-12","209753","Supplement to a New Drug Submission"
"LOVENOX AND LOVENOX HP","enoxaparin sodium","sanofi-aventis Canada Inc.","Approved","2018-09-11","209807","Supplemental New Drug Submission (SNDS)"
"KYMRIAH","tisagenlecleucel","Novartis Pharmaceuticals Canada Inc.","Approved","2018-09-05","213698","New Drug Submission"
"KYMRIAH","tisagenlecleucel","Novartis Pharmaceuticals Canada Inc.","Approved","2018-09-05","213547","New Drug Submission"
"STROMECTOL","ivermectin","Merck Canada Inc","Approved","2018-09-05","211000","New Drug Submission"
"NOVOMATRIX RECONSTRUCTIVE TISSUE MATRIX","N/A","LifeCell Corporation","Approved","2018-09-05","278821","New device licence application"
"XYDALBA","dalbavancin","Cipher Pharmaceuticals Inc","Approved","2018-09-04","212390","Priority New Drug Submission (New Active Substance)"
"NIMENRIX","Tetravalent meningococcal serogroups A, C, W and Y conjugate vaccine (Men ACWY -TT)","Pfizer","Approved","2018-09-02","203844","Supplemental New Drug Submission"
"PERJETA","pertuzumab","Hoffmann-La Roche Limited","Approved","2018-08-30","209467","Supplemental New Drug Submission"
"SIGNIFOR LAR","pasireotide","Novartis Pharmaceuticals Canada Inc.","Approved","2018-08-29","209345","Supplement to a New Drug Submission"
"REPROCESSED ELECTROPHYSIOLOGY DIAGNOSTIC CATHETERS","N/A","Sterilmed, Inc.","Approved","2018-08-24","272799","New device licence application"
"PMS-PROGESTERONE","progesterone capsules","Pharmascience Inc.","Approved","2018-08-22","211548","New Drug Submission"
"SOLIRIS","Eculizumab","Alexion Pharma GmbH","Approved","2018-08-20","212987","Supplement to a New Drug Submission, Priority Review"
"OLUMIANT","baricitinib","Eli Lilly Canada Inc","Approved","2018-08-17","193687","New Drug Submission (New Active Substance)"
"JOINTREP INJECTABLE IMPLANT","N/A","Oligo Medic Inc.","Approved","2018-08-17","274835","New device licence application"
"NUCEIVA","PrabotulinumtoxinA for injection","Evolus Incorporated","Approved","2018-08-16","208364","New Drug Submission"
"CIMZIA","certolizumab pegol","UCB Canada Inc","Approved","2018-08-16","209082","Supplemental New Drug Submission"
"ARNUITY ELLIPTA","fluticasone furoate","GlaxoSmithKline Inc.","Cancelled by sponsor","2018-08-16","208727","Supplement to a New Drug Submission"
"A-OSS BONE SUBSTITUTE","N/A","Osstem Implant Co., Ltd","Approved","2018-08-16","269433","New device licence application"
"BEXSERO","Multicomponent Meningococcal B Vaccine (recombinant, adsorbed)","GlaxoSmithKline Inc.","Approved","2018-08-14","209413","Supplement to a New Drug Submission"
"REPATHA","Evolocumab","Amgen Canada Inc","Approved","2018-08-10","208904","Supplement to a New Drug Submission"
"HEMLIBRA","emicizumab injection","Hoffmann-La Roche Limited","Approved","2018-08-02","212635","New Drug Submission"
"AIMOVIG","Erenumab","Novartis Pharmaceuticals Canada Inc.","Approved","2018-08-01","208607","New Drug Submission"
"FILAPROP STERILISED SURGICAL NEEDLED SUTURE","N/A","Meril Endo Surgery Private Limited","Approved","2018-07-31","276900","New device licence application"
"OXYCODONE (*XTAMPZA ER)","oxycodone","Collegium Pharmaceutical, Inc.","Cancelled by sponsor","2018-07-27","198865","New Drug Submission"
"VISUALASE MRI-GUIDED LASER ABLATION SYSTEM","N/A","Medtronic Navigation, Inc.","Approved","2018-07-27","280387","New device licence application"
"ALUNBRIG","brigatinib","Takeda Canada Inc.","Approved","2018-07-26","210369","New Drug Submission"
"IMBRUVICA","ibrutinib","Janssen Inc","Approved","2018-07-24","212632","Priority Supplement to a New Drug Submission"
"NEUROFORM ATLAS STENT SYSTEM","N/A","Stryker Neurovascular","Approved","2018-07-18","282522","New device licence application"
"NUCALA","Mepolizumab for injection","GlaxoSmithKline Inc.","Approved","2018-07-17","208467","Supplementary New Drug Submission (SNDS)"
"TRESIBA","Insulin Degludec","Novo Nordisk Canada Inc.","Approved","2018-07-17","208917","Supplement to a New Drug Submission"
"PANHEMATIN","Hemin","Recordati Rare Diseases Canada Inc.","Approved","2018-07-13","212276","New Drug Submission, Priority Review"
"HIZENTRA","Immune globulin (Human)","CSL Behring","Approved","2018-07-12","208033","Supplement to a New Drug Submission"
"HEPABRIDGE","Human heterologous liver cells, HHLivC","Promethera Biosciences S.A./N.V","Cancelled by sponsor","2018-07-11","N/A","New Drug Submission (New Active Substance)"
"RAYALDEE","calcifediol","Vifor Fresenius Medical Care Renal Pharma Ltd","Approved","2018-07-10","205392","New Drug Submission (New Active Substance)"
"BIKTARVY","emtricitabine, bictegravir sodium, tenofovir alafenamide hemifumarate","Gilead Sciences Canada Inc","Approved","2018-07-10","203718","New Drug Submission (New Active Substance)"
"OPDIVO","nivolumab","Bristol-Myers Squibb Canada","Approved","2018-07-06","212067","Supplement to a New Drug Submission"
"SOLIQUA","insuline glargine, lixisénatide","Sanofi-Aventis Canada Inc","Approved","2018-07-06","207006","New Drug Submission"
"REFINITY ROTATIONAL INTRAVASCULAR ULTRASOUND (IVUS) CATHETER","N/A","Volcano Corporation","Approved","2018-07-06","272810","New device licence application"
"14L5 SP TRANSDUCER","N/A","Siemens Medical Solutions USA, Inc.","Approved","2018-07-05","278716","New device licence application"
"GAZYVA","obinutuzumab","Hoffmann-La Roche Limited","Approved","2018-07-04","208089","Supplement to a New Drug Submission"
"BYDUREON","exenatide","AstraZeneca Canada Inc","Approved","2018-07-04","208034","Supplement to a New Drug Submission"
"ERLEADA","apalutamide","Janssen Inc.","Approved","2018-07-03","211942","Priority New Drug Submission (New Active Substance)"
"CODMAN ENTERPRISE 2 VASCULAR RECONSTRUCTION DEVICE","N/A","Codman & Shurtleff Inc.","Approved","2018-06-29","279797","New device licence application"
