Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
1999-04-01,Toutes les marques,Carbamazépine,Plusieurs fabricants,Application de la méthode du prix le plus bas (PPB),Information actuellement non disponible en ligne
1999-04-01,Toutes les marques,Estradiol-17ß,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1999-04-01,Trovan,Trovafloxacine (mésylate de),Pfizer,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,Alphagan,Brimonidine (tartrate de),Allergan,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière (depuis le 1erjanvier 1999),Information actuellement non disponible en ligne
1999-02-01,Hp-PAC,Lansoprazole/Amoxicilline/Clarithromycine,Abbott,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,Malarone,Atovaquone/Proguanil (chlorhydrate de),G.W.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,ReQuip,Ropinirole (chlorhydrate de),SBP,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,Rescriptor,Delavirdine (mésylate de),P & U,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-02-01,Singulair,Montélukast sodique,Merck,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-02-01,Trusopt,Dorzolamide,Merck,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière (depuis le 1erjanvier 1999),Information actuellement non disponible en ligne
1999-02-01,Viracept,Nelfinavir (mésylate de ),Agouron,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,Viramune,Névirapine,Bo. Ing.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-02-01,Xalatan,Latanopros,P & U,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière (depuis le 1erjanvier 1999),Information actuellement non disponible en ligne
1999-02-01,Xeloda,Capécitabine,Roche,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-02-01,Zomig,Zolmitriptan,Zeneca,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1998-10-01,Alti-Minocycline,Minocycline (chlorhydrate de),Altimed,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-10-01,Amerge,Naratriptan (chlorhydrate de),G.W.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1998-10-01,Ampicilline,Ampicilline sodique,Schering,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Ampicilline sodique,Ampicilline sodique,Bioniche,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Apo-Minocycline,Minocycline (chlorhydrate de),Apotex,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-10-01,Aquasite,Polyéthylène glycol 400/dextran,C-Vision,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Aricept,Donépézil,Pfizer,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1998-10-01,Avapro,Irbesartan,B.M.S.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1998-10-01,Avonex,Interféron bêta-1A,Biogen,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1998-10-01,Cefizox,Ceftizoxime sodique,SBP,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Cellufresh et Cellufresh MD,Carboxyméthylcellulose,Allergan,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Cipro-I.V.,Ciprofloxacine,Bayer,Médicaments d'exception – Ajout de nouveaux médicaments à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Crystapen,Pénicilline g sodique,Bioniche,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Céporacin,Céphalotine sodique,Bioniche,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Dalacin C,Clindamycine (Phosphate de),Upjohn,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-10-01,Dimenhydrinate,Dimenhydrinate,Plusieurs fabricants,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Flomax,Tamsulosine (hydrochlorure de),Bo. Ing.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1998-10-01,Gen-Minocycline,Minocycline (chlorhydrate de),Genpharm,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-10-01,GenTeal,Hydroxypropylméthylcellulose/sodium(perborate de),C-Vision,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Gravol,Dimenhydrinate,C.-Horner,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Hypotears,Vaseline blanche/huile minérale,C-Vision,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Lacrilube,Paraffine/huile minérale,Allergan,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Lacrinorm,Carbomère 940/sorbitol,Chauvin,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Levaquin,Levofloxacine,J.O.I.,Médicaments d'exception – Ajout de nouveaux médicaments à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Merrem,Meropenem,Zeneca,Médicaments d'exception – Ajout de nouveaux médicaments à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Minocin,Minocycline (chlorhydrate de),W.A.C.,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-10-01,Minocycline-50 et Minocycline-100,Minocycline (chlorhydrate de),Pro Doc,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-10-01,Morphine LP Epidurale,Morphine (sulfate de),Sabex,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Métoclopramide injection,Métoclopramide (chlorhydrate de),Sabex,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Raxar,Grepafloxacine (chlorhydrate de),G.W.,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
1998-10-01,Refresh,Polyvinylique (alcool),Allergan,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Retrovir,Zidovudine,G.W.,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1998-10-01,Tear-Gel,Carbomère 940/sorbitol,C-Vision,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Tears Encore,Polysorbate 80/Vitamine A,Doptic,Avis de retrait,Information actuellement non disponible en ligne
1998-10-01,Tears Plus,Polyvinylique (alcool)/povidone,Allergan,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1998-10-01,Toutes les marques,Trétinoïne,Plusieurs fabricants,Médicaments d'exception - Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-10-01,Toutes les marques,Pentoxifylline,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-10-01,Toutes les marques,Lactulose,Plusieurs fabricants,Médicaments d'exception - Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-10-01,Toutes les marques,"Formules nutritives monomériques, polymériques avec résidus et restreintes",Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-10-01,Wellbutrin SR,Bupropion (chlorhydrate de),G.W.,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1998-07-01,Alti-Minocycline,Minocycline (chlorhydrate de),Altimed,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Apo-Minocycline,Minocycline (chlorhydrate de),Apotex,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Coreg,Carvédilol,SBP,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-07-01,Cytovene,Ganciclovir,Roche,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-07-01,Didronel,Étidronate disodique,P&G Pharma,Médicaments d'exception – Transfert de la section régulière à la section des médicaments d'exception,Information actuellement non disponible en ligne
1998-07-01,Duragesic,Fentanyl,J.O.I.,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Gen-Minocycline,Minocycline (chlorhydrate de),Genpharm,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Humalog,Insuline lispro,Lilly,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1998-07-01,Humatrope,Somatotrophine,Lilly,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
1998-07-01,Indocollyre,Indométhacine,Chauvin,Avis de retrait,Information actuellement non disponible en ligne
1998-07-01,Minocin,Minocycline (chlorhydrate de),W.A.C.,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Minocycline-50 et Minocycline-100,Minocycline (chlorhydrate de),Pro Doc,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1998-07-01,Mirapex,Pramipexole (dihydrochlorure de),Bo. Ing.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1998-07-01,Nutropin et Nutropin AQ,Somatotrophine,Roche,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
1998-07-01,Orgaran,Danaparoïde sodique,Organon Tek,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1998-07-01,Probeta,Dipivéfrine (chlorhydrate de)/lévobunolol (chlorhydrate de),Allergan,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
