Drug Name,Brand Name,Generic Name,PDF Links,Therapeutic Area,Recommendation,Status,Submission Date,Recommendation Date,Project Number
Jakavi for myelofibrosisOpens in new tab,Jakavi,Ruxolitinib,"['/sites/default/files/pcodr/pcodr-provfund_jakavi_myelo.pdf', '/sites/default/files/pcodr/pcodr-jakavimyelofibro-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-jakavi-myelofibro-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-jakavi-myelofibro-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-jakavi-myelofibro-in-rec.pdf', '/sites/default/files/pcodr/pcodr-jakavi-pag-fdk-in-rec.pdf', '/sites/default/files/pcodr/pcodr-jakavi-in-fdk-novartis.pdf', '/sites/default/files/pcodr/pcodr-jakavi-pt-fdk-in-rec-cml.pdf', '/sites/default/files/pcodr/pcodr-jakavi-coi-cml.pdf', '/sites/default/files/pcodr/pcodr-jakavi-pt-fdkinrec-cpmnn.pdf', '/sites/default/files/pcodr/pcodr-jakavi-coi-cpmnn.pdf']",Myelofibrosis,Reimburse with clinical criteria and/or conditions,Complete,25-Jun-12,14-Jan-13,PC0012-000
Colesevelam hydrochlorideOpens in new tab,Lodalis,Colesevelam hydrochloride,"['/sites/default/files/cdr/tracking/cdr_tracking_lodalis.pdf', '/sites/default/files/cdr/complete/cdr_complete_Lodalis_Decembe_21_12.pdf']",Hypercholesterolemia,Do not list at the submitted price,Complete,27-Apr-12,19-Dec-12,SR0274-000
Mometasone/formoterolOpens in new tab,Zenhale,Mometasone/formoterol,"['/sites/default/files/cdr/tracking/cdrr_tracking_Zenhale-RfA.pdf', '/sites/default/files/cdr/complete/cdr_complete_Zenhale%20RfA_December_21_12.pdf']",Asthma,List with clinical criteria and/or conditions,Complete,06-Jun-12,19-Dec-12,SF0281-000
FidaxomicinOpens in new tab,Dificid,Fidaxomicin,"['/sites/default/files/cdr/tracking/cdr_tracking_Dificid.pdf', '/sites/default/files/cdr/complete/cdr_complete_Dificid_December_21_12.pdf']",Clostridium difficile infection,Do not list at the submitted price,Complete,10-Jul-12,19-Dec-12,SR0285-000
Votrient for Soft Tissue Sarco...Opens in new tab,Votrient,Pazopanib Hydrochloride,"['/sites/default/files/pcodr/pcodr-provfund_votrient-sts.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-in-rec.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-pcodr9.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-pcodr10.pdf', '/sites/default/files/pcodr/pcodr-votrientsts-pcodr11.pdf']",Soft Tissue Sarcoma,Do not reimburse,Complete,04-Jun-12,29-Nov-12,PC0009-000
Treanda for Chronic Lymphocyti...Opens in new tab,Treanda,Bendamustine hydrochloride,"['/sites/default/files/pcodr/pcodr_provfund_treandacllrel.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-treandacll-in-rec.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-pcodr1.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-pcodr2.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-pcodr3.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-pcodr4.pdf', '/sites/default/files/pcodr/pcodr-treandacll-fn-pcodr12.pdf']",Chronic Lymphocytic Leukemia (relapsed/refractory),Do not reimburse,Complete,24-Apr-12,29-Nov-12,PC0011-000
Treanda for indolent Non-Hodgk...Opens in new tab,Treanda,Bendamustine hydrochloride,"['/sites/default/files/pcodr/pcodr_provfund_treandanhl.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-in-rec.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-pcodr5.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-pcodr6.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-pcodr7.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-pcodr8.pdf', '/sites/default/files/pcodr/pcodr-treandanhl-pcodr13.pdf']",Non-Hodgkin Lymphoma  and Mantle Cell Lymphoma,Reimburse,Complete,24-Apr-12,29-Nov-12,PC0010-000
FampridineOpens in new tab,Fampyra,Fampridine,"['/sites/default/files/cdr/tracking/cdr_tracking_Fampyra.pdf', '/sites/default/files/cdr/complete/cdr_complete_Fampyra_Nov-30-12.pdf']","Multiple sclerosis, improve walking disability",Do not list,Complete,16-Apr-12,28-Nov-12,SR0275-000
Ranibizumab injectionOpens in new tab,Lucentis,Ranibizumab injection,"['/sites/default/files/cdr/tracking/cdr_tracking_Lucentis-RVO-2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Lucentis%20RVO_Oct-22-12_e.pdf']","Macular edema, secondary to retinal vein occlusion",List with clinical criteria and/or conditions,Complete,25-Apr-12,18-Oct-12,SR0276-000
Fesoterodine fumarateOpens in new tab,Toviaz,Fesoterodine fumarate,"['/sites/default/files/cdr/tracking/cdr_tracking_Toviaz.pdf', '/sites/default/files/cdr/complete/cdr_complete_Toviaz_Oct-22-12_e.pdf']",Overactive bladder,List in a similar manner,Complete,27-Apr-12,18-Oct-12,SR0277-000
Xalkori for Advanced Non-Small...Opens in new tab,Xalkori,Crizotinib,"['/sites/default/files/pcodr/pcodr-xalkorinsclc-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-xalkorinsclc-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-xalkorinsclc-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-xalkori-in-rec.pdf', '/sites/default/files/pcodr/pcodr-xalkori-pag-fdk-in-rec.pdf', '/sites/default/files/pcodr/pcodr-xalkori-in-fdk-pfizer.pdf', '/sites/default/files/pcodr/pcodr_xalkorinsclc_lcc_in_fdk.pdf', '/sites/default/files/pcodr/pcodr-xalkori-coi-lcc.pdf']",Advanced Non-Small Cell Lung Cancer,Do not reimburse,Complete,26-Mar-12,04-Oct-12,PC0008-000
PlerixaforOpens in new tab,Mozobil,Plerixafor,"['/sites/default/files/cdr/tracking/cdr_tracking_Mozobil.pdf', '/sites/default/files/cdr/complete/cdr_complete_Mozobil_Sept-28-12_e.pdf']",Hematopoietic stem cell mobilizer in non-Hodgkin's lymphoma and multiple myeloma,Do not list,Complete,24-Jan-12,26-Sep-12,SR0265-000
Afinitor for pancreatic neuroe...Opens in new tab,Afinitor,Everolimus,"['/sites/default/files/pcodr/pcodr-provfund_afinitor-pnet.pdf', '/sites/default/files/pcodr/pcodr-afinitor-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-afinitor-pnets-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-afinitor-pnets-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-afinitor-pnets-in-rec.pdf', '/sites/default/files/pcodr/pcodr-afinitor-pag-fdk-in-rec.pdf', '/sites/default/files/pcodr/pcodr-afinitor-in-fdk-novartis.pdf', '/sites/default/files/pcodr/pcodr-afinitor-coi-cnets.pdf']",Pancreatic Neuroendocrine Tumour,Reimburse with clinical criteria and/or conditions,Complete,27-Feb-12,30-Aug-12,PC0007-000
IndacaterolOpens in new tab,Onbrez,Indacaterol,"['/sites/default/files/cdr/tracking/cdr_tracking_Onbrez.pdf', '/sites/default/files/cdr/complete/cdr_complete_Onbrez_Aug-20-12_e.pdf']",Chronic obstructive pulmonary disease,List in a similar manner,Complete,29-Feb-12,16-Aug-12,SR0273-000
RivaroxabanOpens in new tab,Xarelto,Rivaroxaban,"['/sites/default/files/cdr/tracking/cdr_tracking_Xarelto_DVT.pdf', '/sites/default/files/cdr/complete/cdr_complete_Xarelto%20DVT_Aug-20-12_e.pdf']",Deep-vein thrombosis without symptomatic pulmonary embolism,List with clinical criteria and/or conditions,Complete,27-Feb-12,16-Aug-12,SR0271-000
RituximabOpens in new tab,Rituxan,Rituximab,"['/sites/default/files/cdr/tracking/cdr_tracking_Rituxan-2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Rituxan-Aug_16-12_e.pdf']",Granulomatosis with polyangiitis and microscopic polyangiitis,List with clinical criteria and/or conditions,Complete,24-Feb-12,16-Aug-12,SR0270-000
Halaven for Metastatic Breast ...Opens in new tab,Halaven,Eribulin Mesylate,"['/sites/default/files/pcodr/pcodr-provfund_halaven-mbc.pdf', '/sites/default/files/pcodr/pcodr-halavenmb-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-halavenmb-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-halavenmb-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-halaven-metbreast-in-rec.pdf', '/sites/default/files/pcodr/pcodr-halaven-pag-fdk-in-rec.pdf', '/sites/default/files/pcodr/pcodr-halaven-in-fdk-eisai.pdf', '/sites/default/files/pcodr/pcodr-halavenmb-coi-cbcn.pdf', '/sites/default/files/pcodr/pcodr-halavenmb-coi-ccsn.pdf']",Metastatic Breast Cancer,Reimburse with clinical criteria and/or conditions,Complete,09-Feb-12,02-Aug-12,PC0005-000
ExenatideOpens in new tab,Byetta,Exenatide,"['/sites/default/files/cdr/tracking/cdr_tracking_Byetta.pdf', '/sites/default/files/cdr/complete/cdr_complete_Byetta_July-23-12.pdf']","Diabetes mellitus, type 2",Do not list,Complete,23-Aug-11,19-Jul-12,SR0246-000
PrucaloprideOpens in new tab,Resotran,Prucalopride,"['/sites/default/files/cdr/tracking/cdr_tracking_Resotran.pdf', '/sites/default/files/cdr/complete/cdr_complete_Resotran_July-23-12.pdf']","Constipation, chronic",Do not list,Complete,30-Jan-12,19-Jul-12,SR0266-000
OnabotulinumtoxinAOpens in new tab,Botox,OnabotulinumtoxinA,"['/sites/default/files/cdr/tracking/cdr_tracking_Botox.pdf', '/sites/default/files/cdr/complete/cdr_complete_Botox_July-23-12.pdf']",Neurogenic detrusor overactivity,List with clinical criteria and/or conditions,Complete,31-Jan-12,19-Jul-12,SR0268-000
TocilizumabOpens in new tab,Actemra,Tocilizumab,"['/sites/default/files/cdr/tracking/cdr_tracking_Actemra-2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Actemra-sJIA_July-23-12_e.pdf']","Arthritis, juvenile idiopathic",List with clinical criteria and/or conditions,Complete,30-Jan-12,19-Jul-12,SR0267-000
AsenapineOpens in new tab,Saphris,Asenapine,"['/sites/default/files/cdr/tracking/cdr_tracking_Saphris.pdf', '/sites/default/files/cdr/complete/cdr_complete_Saphris-000-June%2018_2012.pdf']",Schizophrenia,Do not list,Complete,12-Dec-11,14-Jun-12,SR0262-000
PrasugrelOpens in new tab,Effient,Prasugrel,"['/sites/default/files/cdr/tracking/cdr_tracking_Effient_Resub-1.pdf', '/sites/default/files/cdr/complete/cdr_complete_Effient-Resubmission_June-18-12.pdf']",Acute coronary syndrome,Do not list,Complete,12-Dec-11,14-Jun-12,SR0263-000
ApixabanOpens in new tab,Eliquis,Apixaban,"['/sites/default/files/cdr/tracking/cdr_tracking_Eliquis.pdf', '/sites/default/files/cdr/complete/cdr_complete_Eliquis_June-18-12_e.pdf']","Venous thromboembolic events, prevention",List with clinical criteria and/or conditions,Complete,20-Dec-11,14-Jun-12,SR0264-000
AsenapineOpens in new tab,Saphris,Asenapine,"['/sites/default/files/cdr/tracking/cdr_tracking_Saphris.pdf', '/sites/default/files/cdr/complete/cdr_complete_Saphris-001-June%2018_2012.pdf']",Bipolar I disorder,List with clinical criteria and/or conditions,Complete,12-Dec-11,14-Jun-12,SR0262-001
Zelboraf for Advanced Melanoma...Opens in new tab,Zelboraf,Vemurafenib,"['/sites/default/files/pcodr/pcodr_provfund_vemurafenib_zelboraf-advmel.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-adv-mel-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-unredact-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-adv-mel-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-in-rec.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-pag-fdk-in-rec.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-in-fdk-roche.pdf', '/sites/default/files/pcodr/pcodr-zelborafadmel-in-fdk-mnc.pdf', '/sites/default/files/pcodr/pcodr-zelboraf-adv-mel-coi-mnc.pdf']",Metastatic Melanoma,Reimburse with clinical criteria and/or conditions,Complete,06-Dec-11,01-Jun-12,PC0006-000
Oxybutynin Chloride GelOpens in new tab,Gelnique,Oxybutynin Chloride Gel,"['/sites/default/files/cdr/tracking/cdr_tracking_Gelnique.pdf', '/sites/default/files/cdr/complete/cdr_complete_Gelnique_May%2028-2012.pdf']",Overactive bladder,Do not list,Complete,25-Oct-11,24-May-12,SR0260-000
Mometasone furoateOpens in new tab,ASMANEX,Mometasone furoate,"['/sites/default/files/cdr/tracking/cdr_tracking_Asmanex.pdf', '/sites/default/files/cdr/complete/cdr_complete_Asmanex_%20May-16-12.pdf']",Asthma,List,Complete,10-Nov-11,16-May-12,SR0258-000
Sutent for pancreatic neuroend...Opens in new tab,Sutent,Sunitinib malate,"['/sites/default/files/pcodr/pcodr-provfund_sutent-pnets.pdf', '/sites/default/files/pcodr/pcodr-sutent-pnet-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-sutent-pnet-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-sutent-pnet-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-sutent-in-rec.pdf', '/sites/default/files/pcodr/pcodr-sutent-pnet-pag-fd-irec.pdf', '/sites/default/files/pcodr/pcodr-sutentpnet-in-fdk-pzr.pdf', '/sites/default/files/pcodr/pcodr-sutent-pnet-coi-cnets.pdf']",Pancreatic Neuroendocrine Tumour,Reimburse with clinical criteria and/or conditions,Complete,07-Nov-11,03-May-12,PC0004-000
Dexamethasone intravitreal imp...Opens in new tab,Ozurdex,Dexamethasone intravitreal implant,"['/sites/default/files/cdr/tracking/cdr_tracking_Ozurdex.pdf', '/sites/default/files/cdr/complete/cdr_complete_Ozurdex_April-27-1_e.pdf']","Macular edema, central retinal vein occlusion",Do not list,Complete,01-Sep-11,25-Apr-12,SR0247-000
BelimumabOpens in new tab,Benlysta,Belimumab,"['/sites/default/files/cdr/tracking/cdr_tracking_Benlysta.pdf', '/sites/default/files/cdr/complete/cdr_complete_Benlysta_April-27-12_e.pdf']",Systemic lupus erythematosus,Do not list,Complete,19-Sep-11,25-Apr-12,SR0251-000
SilodosinOpens in new tab,RAPAFLO,Silodosin,"['/sites/default/files/cdr/tracking/cdr_tracking_Rapaflo.pdf', '/sites/default/files/cdr/complete/cdr_complete_Rapaflo_April-20-12.pdf']",Benign prostatic hyperplasia,Do not list,Complete,25-Oct-11,19-Apr-12,SR0261-000
RivaroxabanOpens in new tab,Xarelto,Rivaroxaban,"['/sites/default/files/cdr/tracking/cdr_tracking_Xarelto-SPAF_2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Xarelto-SPAF_April-20-12.pdf']","Atrial fibrillation, stroke prevention",List with clinical criteria and/or conditions,Complete,21-Oct-11,19-Apr-12,SR0257-000
DienogestOpens in new tab,Visanne,Dienogest,"['/sites/default/files/cdr/tracking/cdr_tracking_Visanne.pdf', '/sites/default/files/cdr/complete/cdr_complete_Visanne_April-20-12.pdf']","Pain, pelvic pain associated with endometriosis",List with clinical criteria and/or conditions,Complete,18-Oct-11,19-Apr-12,SR0255-000
Emtricitabine/ rilpivirine/ te...Opens in new tab,COMPLERA,Emtricitabine/ rilpivirine/ tenofovir disoproxil fumarate,"['/sites/default/files/cdr/tracking/cdr_tracking_Complera.pdf', '/sites/default/files/cdr/complete/cdr_complete_Complera_April-20-12.pdf']",HIV infection,List,Complete,19-Oct-11,19-Apr-12,SR0256-000
Yervoy for advanced melanoma -...Opens in new tab,Yervoy,Ipilimumab,"['/sites/default/files/pcodr/pcodr-provfund_yervoy-advmel.pdf', '/sites/default/files/pcodr/pcodr-yervoy-adv-mel-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-yervoy-adv-mel-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-yervoy-adv-mel-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-yervoy-in-rec.pdf', '/sites/default/files/pcodr/pcodr-yervoyadvmel-pag-fd-irec.pdf', '/sites/default/files/pcodr/pcodr-yervoyadvmel-in-fdk-bms.pdf', '/sites/default/files/pcodr/pcodr-yervoyadvmel-in-fdk-mnc.pdf', '/sites/default/files/pcodr/pcodr-yervoy-adv-mel-coi-mnc.pdf', '/sites/default/files/pcodr/pcodr-yervoy-adv-mel-coi-sys.pdf']",Advanced Melanoma,Reimburse with clinical criteria and/or conditions,Complete,01-Dec-11,18-Apr-12,PC0003-000
RanibizumabOpens in new tab,Lucentis,Ranibizumab,"['/sites/default/files/cdr/tracking/cdr_tracking_Lucentis.pdf', '/sites/default/files/cdr/complete/cdr-complete_Lucentis_DME_March-21-12.pdf']","Macular edema, diabetic",List with clinical criteria and/or conditions,Complete,14-Sep-11,19-Mar-12,SR0253-000
RufinamideOpens in new tab,Banzel,Rufinamide,"['/sites/default/files/cdr/tracking/cdr_tracking_Banzel.pdf', '/sites/default/files/cdr/complete/cdr_complete_Banzel_March-19-12_e.pdf']",Lennox-Gastaut syndrome,List with clinical criteria and/or conditions,Complete,20-Sep-11,15-Mar-12,SR0252-000
RilpivirineOpens in new tab,Edurant,Rilpivirine,"['/sites/default/files/cdr/tracking/cdr_tracking_edurant.pdf', '/sites/default/files/cdr/complete/cdr_complete_Edurant_Feb-17-12_e.pdf']",HIV infection,List,Complete,29-Jul-11,15-Feb-12,SR0243-000
LinagliptinOpens in new tab,Trajenta,Linagliptin,"['https://www.cadth.ca/sites/default/files/DRR/2024/TS0002%20Updated%20CADTH%20Reimbursement%20Recommendations%20.pdf', 'https://www.cadth.ca/sites/default/files/cdr/tracking/cdr_tracking_Trajenta.pdf', 'https://www.cadth.ca/sites/default/files/cdr/complete/cdr_complete_Trajenta_February_18_2012.pdf']","Diabetes mellitus, type 2",List with clinical criteria and/or conditions,Complete,23-Aug-11,15-Feb-12,SR0244-000
TelaprevirOpens in new tab,Incivek,Telaprevir,"['/sites/default/files/cdr/tracking/cdr_tracking_Incivek.pdf', '/sites/default/files/cdr/complete/cdr_complete_Incivek_Feb-17-12_e.pdf']","Hepatitis C, chronic",List with clinical criteria and/or conditions,Complete,23-Aug-11,15-Feb-12,SR0249-000
Fentanyl CitrateOpens in new tab,Onsolis,Fentanyl Citrate,"['/sites/default/files/cdr/tracking/cdr_tracking_Onsolis_2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Onsolis_Feb-17-12_e.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_onsolis-resub_plr_aug-13-12_e.pdf']","Pain, breakthrough cancer pain",Do not list,Complete,22-Aug-11,15-Feb-12,SR0248-000
Oxycodone HCI / naloxone HCIOpens in new tab,Targin,Oxycodone HCI / naloxone HCI,"['/sites/default/files/cdr/tracking/cdr_tracking_targin_Resub1.pdf', '/sites/default/files/cdr/complete/cdr_complete_Targin_2_Jan-27-12_e.pdf']","Pain, moderate to severe and relief of opioid-induced constipation",Do not list,Complete,05-Jul-11,25-Jan-12,SR0241-000
Votrient for metastatic renal ...Opens in new tab,Votrient,Pazopanib hydrochloride,"['/sites/default/files/pcodr/pcodr-provfund_votrient-mrcc.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-fn-rec.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-fn-cgr.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-fn-egr.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-initial-rec.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-pag-fd-irec.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-in-fdk-gsk.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-in-fdk-kcc.pdf', '/sites/default/files/pcodr/pcodr-votrientmrcc-kcc-coi.pdf']",Metastatic Renal Cell Carcinoma,Reimburse,Complete,14-Jul-11,05-Jan-12,PC0000-000
TicagrelorOpens in new tab,Brilinta,Ticagrelor,"['/sites/default/files/cdr/tracking/cdr_tracking_brilinta.pdf', '/sites/default/files/cdr/complete/cdr_complete_Brilinta_Dec-20-11.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Brilinta_plr_Aug-13-12_e.pdf']",Acute coronary syndromes,Do not list,Complete,01-Jun-11,16-Dec-11,SR0234-000
Fentanyl CitrateOpens in new tab,Abstral,Fentanyl citrate,"['/sites/default/files/cdr/tracking/cdr_tracking_abstral.pdf', '/sites/default/files/cdr/complete/cdr_complete_Abstral_Dec-20-11.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Abstral_PLR_July-3-12.pdf']","Pain, breakthrough cancer pain",Do not list,Complete,30-Jun-11,16-Dec-11,SR0240-000
Telmisartan/ AmlodipineOpens in new tab,Twynsta,Telmisartan/ Amlodipine,"['/sites/default/files/cdr/tracking/cdr_tracking_Twynsta_2.pdf', '/sites/default/files/cdr/complete/cdr_complete_Twynsta_Dec-20-11.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Twynsta_plr_June-15-12.pdf']",Hypertension,List,Complete,23-Aug-11,16-Dec-11,SR0245-000
FingolimodOpens in new tab,Gilenya,Fingolimod,"['/sites/default/files/cdr/tracking/cdr_tracking_gilenya.pdf', '/sites/default/files/cdr/complete/cdr_complete_Gilenya_Nov-18-11_e.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Gilenya_plr_Mar-1-12.pdf']","Multiple Sclerosis, relapsing-remitting",List with clinical criteria and/or conditions,Complete,10-May-11,16-Nov-11,SR0228-000
DenosumabOpens in new tab,XGEVA,Denosumab,"['/sites/default/files/cdr/tracking/cdr_tracking_XGEVA-Pilot.pdf', '/sites/default/files/cdr/complete/cdr_complete_Xgeva_Nov-18-11_e.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Xgeva_plr_Mar-8-12.pdf']",Prevention of skeletal-related events due to bone metastases from solid tumours,List with clinical criteria and/or conditions,Complete,06-Jun-11,16-Nov-11,SR0235-000
Zoledronic acidOpens in new tab,Aclasta,Zoledronic acid,"['/sites/default/files/cdr/tracking/cdr_tracking_aclasta_request-advice.pdf', '/sites/default/files/cdr/complete/cdr_complete_Aclasta-RFA_Nov-18-11_e.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Aclasta_RfA_PLR_April%204-2012.pdf']",Osteoporosis,List with clinical criteria and/or conditions,Complete,20-Jul-11,16-Nov-11,SF0242-000
BoceprevirOpens in new tab,Victrelis,Boceprevir,"['/sites/default/files/cdr/tracking/cdr_tracking_Victrelis_Pre-NOC.pdf', '/sites/default/files/cdr/complete/cdr_complete_Victrelis_Oct-26-11.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Victrelis_plain-lang-rec_Jan-6-12%20.pdf']","Hepatitis C, chronic",List with clinical criteria and/or conditions,Complete,03-May-11,24-Oct-11,SR0231-000
Eltrombopag olamineOpens in new tab,Revolade,Eltrombopag olamine,"['/sites/default/files/cdr/tracking/cdr_tracking_revolade.pdf', '/sites/default/files/cdr/complete/cdr_complete_Revolade_Oct-26-11_e.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Revolade_plain-lang-rec_Jan-6-12%20.pdf']",Chronic immune thrombocytopenic purpura,Do not list,Complete,26-Apr-11,24-Oct-11,SR0230-000
AlitretinoinOpens in new tab,Toctino,Alitretinoin,"['/sites/default/files/cdr/tracking/cdr_tracking_toctino.pdf', '/sites/default/files/cdr/complete/cdr_complete_Toctino_October_26_2011.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Toctino_plain-lang-rec__Jan-6-12%20.pdf']",Eczema,List with clinical criteria and/or conditions,Complete,06-May-11,24-Oct-11,SR0232-000
TapentadolOpens in new tab,Nucynta CR,Tapentadol,"['/sites/default/files/cdr/tracking/cdr_tracking_Nucynta.pdf', '/sites/default/files/cdr/complete/cdr_complete_Nucynta_March-25-2014.pdf', '/sites/default/files/cdr/relatedinfo/cdr_trans_Nucynta_CR_PL_Nov-24-11.pdf']","Pain, moderate to moderately severe",Do not list,Complete,01-Feb-11,28-Sep-11,SR0224-000
