"Brand Name","Generic Name","Therapeutic Area","Recommendation Type","Project Status","Date Submission Received","Date Recommendation Issued","Project Number",Manufacturer
Trecondyv,treosulfan,"Conditioning treatment prior to stem cell transplantation for acute myeloid leukemia (AML) or myelodysplastic syndromes (MDS)","Reimburse with clinical criteria and/or conditions",Complete,"Jul 14, 2023","Feb 28, 2024",PC0324-000,"Medexus Pharmaceuticals Inc."
Trecondyv,treosulfan,"Conditioning treatment prior to stem cell transplantation for acute myeloid leukemia (AML) or myelodysplastic syndromes (MDS) (pediatric)","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0030-000,"Medexus Pharmaceuticals Inc."
"Trelegy Ellipta","fluticasone furoate umeclidinium vilanterol","Chronic obstructive pulmonary disease (COPD)","Reimburse with clinical criteria and/or conditions",Complete,"Mar 1, 2018","Aug 23, 2018",SR0562-000,"GlaxoSmithKline Inc."
"Trelegy Ellipta","fluticasone furoate/umeclidinium bromide/vilanterol trifenatate","Asthma, maintenance","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0025-000,"GlaxoSmithKline Inc."
Trelstar,"Triptorelin pamoate","Cancer, prostate","List in a similar manner to other drugs in class",Complete,"Feb 27, 2006","Jul 20, 2006",SR0051-000,"Watson Laboratories Inc."
Tremfya,guselkumab,"Crohn’s  disease",,Active,"Jan 31, 2025",,SR0882-000,"Janssen Inc."
Tremfya,guselkumab,"Psoriasis, moderate to severe plaque","Reimburse with clinical criteria and/or conditions",Complete,"Aug 25, 2017","Feb 21, 2018",SR0530-000,"Janssen Inc."
Tremfya,guselkumab,"Psoriatic arthritis","Reimburse with clinical criteria and/or conditions",Complete,"May 2, 2022","Nov 17, 2022",SR0733-000,"Janssen Inc."
Tremfya,guselkumab,"Ulcerative colitis",,Active,"Oct 21, 2024",,SR0874-000,"Janssen Inc."
Tresiba,"insulin degludec","Diabetes mellitus, Type 1 & 2","Reimburse with clinical criteria and/or conditions",Complete,"May 31, 2017","Nov 20, 2017",SR0521-000,"Novo Nordisk Canada Inc."
Tridural,"Tramadol hydrochloride",Pain,"Do not list",Complete,"Nov 29, 2007","Apr 17, 2008",SR0117-000,"Labopharm Inc."
Trikafta,"elexacaftor / tezacaftor / ivacaftor and ivacaftor","Cystic fibrosis, F508del CFTR mutation","Reimburse with clinical criteria and/or conditions",Complete,"Jan 22, 2021","Sep 16, 2021",SR0673-000,"Vertex Pharmaceuticals (Canada) Incorporated"
Trikafta,"elexacaftor/tezacaftor/ivacaftor and ivacaftor","Cystic fibrosis, F508del CFTR mutation, 2 years and older","Reimburse with clinical criteria and/or conditions",Complete,"May 10, 2023","Nov 24, 2023",SR0776-000,"Vertex Pharmaceuticals (Canada) Incorporated"
Trikafta,"elexacaftor/tezacaftor/ivacaftor and ivacaftor","Cystic fibrosis, F508del or responsive CFTR mutation,  2 years and older","Reimburse with clinical criteria and/or conditions",Complete,"Mar 5, 2024","Oct 17, 2024",SR0837-000,"Vertex Pharmaceuticals (Canada) Incorporated"
Trikafta,"elexacaftor/tezacaftor/ivacaftor and ivacaftor","Cystic fibrosis, F508del CFTR mutation, 6 years and older","Reimburse with clinical criteria and/or conditions",Complete,"Nov 5, 2021","Jun 17, 2022",SR0710-000,"Vertex Pharmaceuticals (Canada) Inc."
Trintellix,"vortioxetine hydrobromide","Major depressive disorder (MDD), adults.","Reimburse with clinical criteria and/or conditions",Complete,"May 1, 2019","Feb 12, 2020",SR0611-000,"Lundbeck Canada Inc."
Trintellix,Vortioxetine,"Depression, major depressive disorder",,Withdrawn,"Oct 31, 2014",,SR0402-000,"Lundbeck Canada Inc."
Triumeq,"Dolutegravir / abacavir / lamivudine","HIV Infection","List with criteria/condition",Complete,"Jul 31, 2014","Apr 17, 2015",SR0387-000,"ViiV Healthcare"
Trodelvy,"sacituzumab govitecan","Locally advanced or metastatic triple-negative breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jun 30, 2021","Jan 27, 2022",PC0254-000,"Gilead Sciences Canada, Inc."
Trodelvy,"sacituzumab govitecan","HR+, HER2− advanced or metastatic breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Jul 18, 2023","Feb 1, 2024",PC0323-000,"Gilead Sciences Canada, Inc."
Trosec,"Trospium chloride","Bladder, overactive","List with clinical criteria and/or conditions",Complete,"Mar 24, 2006","Aug 24, 2006",SR0055-000,"Oryx Pharmaceuticals Inc."
Trulicity,dulaglutide,"Diabetes mellitus, Type 2","Reimburse with clinical criteria and/or conditions",Complete,"Dec 22, 2015","Jun 16, 2016",SR0462-000,"Eli Lilly Canada Inc."
Truqap,capivasertib,"HR-positive, HER2-negative locally advanced or metastatic breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Feb 14, 2024","Aug 30, 2024",PC0341-000,"AstraZeneca Canada Inc"
Truvada,"Emtricitabine/tenofovir disoproxil fumarate","HIV-1 infection, pre-exposure prophylaxis","Reimburse with clinical criteria and/or conditions",Complete,"Mar 3, 2016","Aug 24, 2016",SR0479-000,"Gilead Sciences Canada Inc."
Truvada,"Emtricitabine/tenofovir disoproxil fumarate","HIV infection","List with clinical criteria and/or conditions",Complete,"Jul 7, 2008","Dec 17, 2008",SF0138-000,"Gilead Sciences Canada Inc."
Truvada,"Emtricitabine/tenofovir disoproxil fumarate","HIV infection","List with clinical criteria and/or conditions",Complete,"May 29, 2006","Oct 25, 2006",SR0063-000,"Gilead Sciences Canada Inc."
"Tudorza Genuair","Aclidinium bromide","Chronic Obstructive Pulmonary Disease","List with criteria/condition",Complete,"Aug 21, 2013","Apr 21, 2014",SR0346-000,"Almirall Canada Ltd."
Tukysa,tucatinib,"Advanced or Metastatic Breast Cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 26, 2021","Nov 17, 2021",PC0243-000,"Seagen Canada Inc."
Twynsta,"Telmisartan/ Amlodipine",Hypertension,List,Complete,"Aug 23, 2011","Dec 16, 2011",SR0245-000,"Boehringer Ingelheim Canada"
Twynsta,"Telmisartan / Amlodipine",Hypertension,,Cancelled,"Jul 9, 2010",,SR0207-000,"Boehringer Ingelheim (Canada) Ltd"
Tysabri,natalizumab,"Multiple Sclerosis, relapsing-remitting",,Withdrawn,"Apr 21, 2021",,SR0687-000,"Biogen Canada, Inc."
Tysabri,Natalizumab,"Multiple Sclerosis, relapsing-remitting","Do not list",Complete,"Oct 26, 2006","Apr 26, 2007",SR0082-000,"Biogen Idec Canada Inc."
Tysabri,Natalizumab,"Multiple Sclerosis, relapsing-remitting","List with clinical criteria and/or conditions",Complete,"May 6, 2008","Feb 25, 2009",SR0133-000,"Biogen Idec Canada Inc."
Tzield,teplizumab,"Delay onset of Stage 3 Type 1 Diabetes",,Active,"Feb 19, 2025",,SR0867-000,"sanofi-aventis Canada Inc."
Uloric,Febuxostat,Gout,"List with clinical criteria and/or conditions",Complete,"Oct 27, 2010","Apr 25, 2011",SR0213-000,"Takeda Canada Inc."
"Ultibro Breezhaler",Indacaterol/glycopyrronium,"Chronic obstructive pulmonary disease","List with criteria/condition",Complete,"Feb 3, 2014","Dec 19, 2014",SR0369-000,"Novartis Pharmaceuticals Canada Inc."
Ultomiris,ravulizumab,"Generalized Myasthenia Gravis","Reimburse with clinical criteria and/or conditions",Complete,"Jun 4, 2024","Dec 17, 2024",SR0855-000,"Alexion Pharma GmbH"
Ultomiris,ravulizumab,"Neuromyelitis optica spectrum disorder (NMOSD)","Reimburse with clinical criteria and/or conditions",Complete,"Aug 29, 2023","Mar 13, 2024",SR0785-000,"Alexion Pharma GmbH"
Ultomiris,ravulizumab,"Atypical hemolytic uremic syndrome","Reimburse with clinical criteria and/or conditions",Complete,"Jun 8, 2022","Feb 27, 2023",SR0740-000,"Alexion Pharma GmBH"
Ultomiris,ravulizumab,"Paroxysmal nocturnal hemoglobinuria","Reimburse with clinical criteria and/or conditions",Complete,"Jul 22, 2021","Feb 11, 2022",SR0700-000,"Alexion Pharma Canada Corp."
Ultomiris,ravulizumab,"AChR antibody-positive generalized Myasthenia Gravis","Do not reimburse",Complete,"Oct 25, 2022","Aug 8, 2023",SR0765-000,"Alexion Pharma GmBH"
Unituxin,dinutuximab,Neuroblastoma,"Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2020","Jul 23, 2021",PC0222-000,"United Therapeutics Corp."
Uplizna,inebilizumab,"Neuromyelitis optica spectrum disorders (NMOSD)","Reimburse with clinical criteria and/or conditions",Complete,"Aug 18, 2023","Mar 13, 2024",SR0793-000,"Horizon Therapeutics Canada"
Uplizna,inebilizumab,"Immunoglobulin G4-related disease",,Pending,,,SR0889-000,"Amgen Canada Inc."
Uptravi,Selexipag,"Pulmonary arterial hypertension (WHO class II and III)","Reimburse with clinical criteria and/or conditions",Complete,"Mar 31, 2016","Oct 28, 2016",SR0482-000,"Actelion Pharmaceuticals Canada Inc."
Vabysmo,faricimab,"Diabetic Macular Edema","Reimburse with clinical criteria and/or conditions",Complete,"Mar 24, 2022","Oct 14, 2022",SR0729-000,"Hoffmann-La Roche Canada"
Vabysmo,faricimab,"Retinal vein occlusion","Reimburse with clinical criteria and/or conditions",Active,"Jul 31, 2024","Feb 13, 2025",SR0832-000,"Hoffmann-La Roche Limited"
Vabysmo,faricimab,"Macular degeneration, age-related","Reimburse with clinical criteria and/or conditions",Complete,"Jan 31, 2022","Aug 12, 2022",SR0719-000,"Hoffmann-La Roche Ltd."
Vanflyta,quizartinib,"acute myeloid leukemia (AML)",,Active,"Dec 11, 2024",,PC0359-000,"Daiichi Sankyo Pharma Canada"
Vantas,"Histrelin acetate","Cancer, prostate","Do not list",Complete,"Sep 20, 2006","Apr 26, 2007",SR0078-000,"Paladin Labs Inc."
Vascepa,"icosapent ethyl","Ischemic events in statin-treated patients","Reimburse with clinical criteria and/or conditions",Complete,"Jun 17, 2019","Jul 16, 2020",SR0619-000,"HLS Therapeutics"
Veklury,remdesivir,"COVID-19 in hospitalized patients","Reimburse with clinical criteria and/or conditions",Complete,"Mar 1, 2024","Aug 16, 2024",SR0833-000,"Gilead Sciences Canada, Inc."
Veklury,remdesivir,"COVID-19 in non-hospitalized patients","Reimburse with clinical criteria and/or conditions",Complete,"Mar 1, 2024","Aug 16, 2024",SR0834-000,"Gilead Sciences Canada, Inc"
Velphoro,"sucroferric oxyhydroxide","Hyperphosphatemia, end-stage renal disease","Reimburse with clinical criteria and/or conditions",Complete,"Jun 12, 2018","Jan 2, 2019",SR0571-000,"Vifor Fresenius Medical Care Renal Pharma"
Velsipity,etrasimod,"Ulcerative colitis","Reimburse with clinical criteria and/or conditions",Complete,"Feb 5, 2024","Aug 14, 2024",SR0795-000,"Pfizer Canada ULC"
Veltassa,patiromer,"Hyperkalemia, adults (chronic kidney disease)","Reimburse with clinical criteria and/or conditions",Complete,"Oct 30, 2020","Jun 8, 2021",SR0665-000,"Otsuka Canada Pharmaceuticals Inc."
Vemlidy,"tenofovir alafenamide","Hepatitis B, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Sep 28, 2017","Mar 26, 2018",SR0537-000,"Gilead Sciences Canada, Inc."
Venclexta,venetoclax,"Mantle cell lymphoma (MCL)",,Active,"Feb 20, 2025",,PC0402-00,"AbbVie Corporation"
Venclexta,venetoclax,"Chronic lymphocytic leukemia (CLL)","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2024","Nov 28, 2024",PC0362-000,"AbbVie Corporation"
Venclexta,venetoclax,"Acute myeloid leukemia","Reimburse with clinical criteria and/or conditions",Complete,"Jan 8, 2021","Aug 20, 2021",PC0238-000,"AbbVie Corporation"
Venclexta,venetoclax,"Acute myeloid leukemia","Do not reimburse",Complete,"Jan 22, 2021","Aug 23, 2021",PC0239-000,"AbbVie Corporation"
Verkazia,cyclosporine,"Severe vernal keratoconjunctivitis, pediatric (≥4 years)","Reimburse with clinical criteria and/or conditions",Complete,"May 22, 2019","Nov 18, 2019",SR0615-000,"Santen Canada Inc."
Verquvo,vericiguat,"Heart failure","Reimburse with clinical criteria and/or conditions",Complete,"Oct 14, 2022","Jun 14, 2023",SR0758-000,"Bayer Inc."
Verzenio,abemaciclib,"Adjuvant treatment of HR-positive, HER2-negative early breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Mar 23, 2022","Sep 29, 2022",PC0282-000,"Eli Lilly Canada Inc. (Eli Lilly)"
Verzenio,abemaciclib,"HR-positive, HER2-negative advanced or metastatic breast cancer",,Active,"Feb 14, 2025",,PC0400-000,"Eli Lilly Canada Inc."
Verzenio,abemaciclib,"Adjuvant treatment of HR-positive, HER2-negative early breast cancer","Reimburse with clinical criteria and/or conditions",Complete,"Feb 9, 2024","Oct 3, 2024",PC0345-000,"Eli Lilly Canada Inc."
Verzenio,abemaciclib,"HR-positive, HER2-negative advanced or metastatic breast cancer",,Active,"Feb 14, 2025",,PC0409-000,"Eli Lilly Canada Inc."
Vesicare,"Solifenacin succinate","Bladder, overactive","List with clinical criteria and/or conditions",Complete,"Jan 5, 2009","Jun 17, 2009",SR0155-000,"Astellas Pharma Canada Inc."
Vesicare,"Solifenacin succinate","Bladder, overactive","Do not list",Complete,"Jul 24, 2006","Jan 24, 2007",SR0070-000,"Astellas Pharma Canada Inc."
VesiFlow,"Solifenacin succinate / tamsulosin hydrochloride","Benign prostatic hyperplasia",,Withdrawn,"Apr 6, 2015",,SR0424-000,"Astellas Pharma Canada, Inc."
VFEND,Voriconazole,"Aspergillosis, Invasive",,Withdrawn,"Aug 24, 2004",,SR0020-000,"Pfizer Canada Inc."
VFEND,Voriconazole,"Aspergillosis, Invasive","List with clinical criteria and/or conditions",Complete,"Oct 25, 2004","Apr 14, 2005",SR0023-000,"Pfizer Canada Inc."
VFEND,Voriconazole,Candidemia,"List with clinical criteria and/or conditions",Complete,"Mar 24, 2006","Oct 25, 2006",SR0056-000,"Pfizer Canada Inc."
Viacoram,"perindopril arginine / amlodipine","Hypertension, essential","Reimburse with clinical criteria and/or conditions",Complete,"May 2, 2016","Oct 26, 2016",SR0490-000,"Servier Canada Inc."
Viberzi,eluxadoline,"Irritable bowel syndrome with diarrhea","Do not reimburse",Complete,"Feb 23, 2018","Aug 24, 2018",SR0560-000,"Allergan Pharma Co."
Victoza,Liraglutide,"Diabetes Mellitus, Type 2",,Withdrawn,"Oct 20, 2016",,SR0505-000,"Novo Nordisk Canada Inc."
Victoza,Liraglutide,"Diabetes mellitus, Type 2","Do not list",Complete,"Nov 29, 2010","Sep 28, 2011",SR0217-000,"Novo Nordisk Canada Inc."
Victoza,liraglutide,"Diabetes Mellitus, Type 2 (pediatric)","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0032-000,"Novo Nordisk Canada Inc."
Victrelis,Boceprevir,"Hepatitis C, chronic","List with clinical criteria and/or conditions",Complete,"May 3, 2011","Oct 24, 2011",SR0231-000,"Merck Canada Inc."
Victrelis,Boceprevir,"Hepatitis C, chronic","List with criteria/condition",Complete,"Feb 19, 2013","Jun 13, 2013",SF0312-000,"Merck Canada Inc."
Victrelis,Boceprevir,"Hepatitis C, chronic","List with criteria/condition",Complete,"Dec 21, 2012","Jun 13, 2013",SF0303-000,"Merck Canada Inc."
Viibryd,vilazodone,"Depression, Major depressive disorder","Canada’s Drug Agency is unable to make a reimbursement recommendation as the manufacturer has not filed a submission.","Not filed",,,NS0006-000,"Allergan Inc."
Vimizim,"Elosulfase alfa","Mucopolysaccharidosis IVA (Morquio A syndrome)","Reimburse with clinical criteria and/or conditions",Complete,"Nov 10, 2015","May 20, 2016",SR0456-000,"BioMarin Pharmaceutical (Canada) Inc."
Vimizim,"Elosulfase alfa","Mucopolysaccharidosis IVA (Morquio A syndrome)","Do not list",Complete,"Aug 5, 2014","Mar 25, 2015",SR0389-000,"BioMarin Pharmaceutical (Canada) Inc."
Vimpat,Lacosamide,"Epilepsy, partial onset seizures","List with clinical criteria and/or conditions",Complete,"Oct 25, 2010","Apr 25, 2011",SR0212-000,"UCB Canada Inc."
Viread,"Tenofovir disoproxil fumarate","HIV infection","List with clinical criteria and/or conditions",Complete,"Aug 11, 2005","Mar 15, 2006",SR0040-000,"Gilead Sciences Canada Inc."
Viread,"Tenofovir disoproxil fumarate","HIV infection",N/A,Complete,"Jul 7, 2008",,SF0139-000,"Gilead Sciences Canada Inc."
Viread,"Tenofovir disoproxil fumarate","Hepatitis B (chronic)","List with clinical criteria and/or conditions",Complete,"Oct 2, 2008","Mar 18, 2009",SR0148-000,"Gilead Sciences Canada Inc."
Viread,"Tenofovir disoproxil fumarate","HIV infection","Do not list",Complete,"Feb 23, 2004","Aug 25, 2004",SR0008-000,"Gilead Sciences Canada Inc."
Visanne,Dienogest,"Pain, pelvic pain associated with endometriosis","List with clinical criteria and/or conditions",Complete,"Oct 18, 2011","Apr 19, 2012",SR0255-000,"Bayer Inc."
Vitrakvi,larotrectinib,"Solid tumours with NTRK gene fusion","Reimburse with clinical criteria and/or conditions",Complete,"Nov 16, 2020","Sep 13, 2021",PC0221-000,"Bayer Inc."
"Vocabria and Cabenuva","cabotegravir sodium cabotegravir-rilpivirine","HIV-1 infection","Reimburse with clinical criteria and/or conditions",Complete,"Aug 19, 2019","Jul 22, 2020",SR0628-000,"ViiV Healthcare ULC"
Volibris,Ambrisentan,"Pulmonary arterial hypertension (WHO class II and III)","List with clinical criteria and/or conditions",Complete,"Jul 9, 2008","Dec 17, 2008",SR0142-000,"GlaxoSmithKline Inc."
Vonvendi,"von Willebrand Factor [recombinant]","von Willebrand disease, adults, treatment and perioperative management","Reimburse with clinical criteria and/or conditions",Complete,"Apr 29, 2020","Mar 17, 2021",ST0639-000,"Shire Pharma Canada ULC, now part of Takeda"
Voranigo,vorasidenib,"Astrocytoma or oligodendroglioma, IDH1 or IDH2 mutation",,Active,"Apr 30, 2025",,PC0407-000,"Servier Canada Inc."
Vosevi,"sofosbuvir velpatasvir voxilaprevir","Hepatitis C, chronic","Reimburse with clinical criteria and/or conditions",Complete,"Jul 28, 2017","Jan 23, 2018",SR0529-000,"Gilead Sciences Canada, Inc."
Voydeya,danicopan,"Paroxysmal nocturnal hemoglobinuria (PNH)","Reimburse with clinical criteria and/or conditions",Complete,"Apr 4, 2024","Oct 18, 2024",SR0815-000,"Alexion Pharma GmbH"
VPRIV,"Velaglucerase alfa","Gaucher Disease","List with clinical criteria and/or conditions",Complete,"Oct 28, 2010","Apr 25, 2011",SR0215-000,"Shire Human Genetic Therapies"
Vraylar,cariprazine,"Bipolar Disorder","Do not reimburse",Complete,"Jan 28, 2022","Nov 9, 2022",SR0718-000,"Allergan (an AbbVie company)"
Vraylar,cariprazine,Schizophrenia,"Reimburse with clinical criteria and/or conditions",Complete,"Dec 20, 2023","Aug 15, 2024",SR0827-000,"AbbVie Corporation"
Vraylar,cariprazine,Schizophrenia,"Do not reimburse",Complete,"Oct 29, 2021","Aug 10, 2023",SR0708-000,"Allergan (an AbbVie Company)."
Vyalev,"foslevodopa foscarbidopa","Parkinson’s disease","Reimburse with clinical criteria and/or conditions",Complete,"Nov 23, 2022","Jun 16, 2023",SR0768-000,"AbbVie Canada Inc."
Vyepti,eptinezumab,Migraine,"Reimburse with clinical criteria and/or conditions",Complete,"Jun 8, 2022","Dec 15, 2022",SR0743-000,"Lundbeck Canada Inc."
Vyloy,zolbetuximab,"Gastric or gastroesophageal junction (GEJ) adenocarcinoma","Reimburse with clinical criteria and/or conditions",Active,"Jun 28, 2024","Jan 29, 2025",PC0338-000,"Astellas Pharma Canada, Inc. (APCA)"
Vyndaqel,tafamidis,"Transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Dec 14, 2021","Jun 17, 2022",SF0722-000,"Pfizer Canada ULC"
Vyndaqel,tafamidis,"transthyretin-mediated amyloidosis","Reimburse with clinical criteria and/or conditions",Complete,"Jul 4, 2019","Feb 19, 2020",SR0625-000,"Pfizer Canada"
Vyvanse,"Lisdexamfetamine dimesylate","Attention deficit hyperactivity disorder","Do not list",Complete,"Jul 10, 2009","Dec 18, 2009",SR0171-000,"Shire Canada Inc."
Vyvgart,"efgartigimod alfa","Chronic inflammatory demyelinating polyneuropathy",,Pending,,,SR0894-000,"argenx Canada"
Vyvgart,"efgartigimod alfa","Generalized myasthenia gravis (gMG)","Reimburse with clinical criteria and/or conditions",Complete,"May 9, 2023","Dec 14, 2023",SR0782-000,"Argenx Canada Inc."
