Title,Brand Name,Generic Name,PDF Links,Therapeutic Area,Recommendation,Status,Submission Date,Recommendation Date,Project Number
paliperidone palmitate,Invega Sustenna,Paliperidone palmitate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Invega-Sustenna_April-29-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_Invega-Sustenna_pl-recSept-13-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Invega%20Sustenna.pdf,Schizophrenia,Do not list,Complete,"Jul 9, 2010","Apr 25, 2011",SR0206-000
febuxostat,Uloric,Febuxostat,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Uloric_April-29-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_Uloric_plr_June-10-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Uloric.pdf,Gout,List with clinical criteria and/or conditions,Complete,"Oct 27, 2010","Apr 25, 2011",SR0213-000
lacosamide,Vimpat,Lacosamide,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Vimpat_April-29-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_Vimpat_plr_June-10-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Vimpat.pdf,"Epilepsy, partial onset seizures",List with clinical criteria and/or conditions,Complete,"Oct 25, 2010","Apr 25, 2011",SR0212-000
velaglucerase alfa,VPRIV,Velaglucerase alfa,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Vpriv_April-29-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_VPRIV_plain-l-r_July-12-011_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Vpriv.pdf,Gaucher Disease,List with clinical criteria and/or conditions,Complete,"Oct 28, 2010","Apr 25, 2011",SR0215-000
denosumab,Prolia,Denosumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Prolia_April-1-11.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/Prolia_Plain_Language_May-17-11_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Prolia.pdf,"Osteoporosis, postmenopausal women",List with clinical criteria and/or conditions,Complete,"Aug 26, 2010","Mar 30, 2011",SR0208-000
prasugrel hydrochloride,Effient,Prasugrel hydrochloride,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Effient-Feb-18-2011.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Effient.pdf,Acute Coronary Syndrome,Do not list,Complete,"May 5, 2010","Feb 16, 2011",SR0200-000
azelaic acid,Finacea,Azelaic acid,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Finacea_Feb-18-2011.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_finacea_plain-language_rec_april_5%2C_2011_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Finacea.pdf,Rosacea,List,Complete,"Aug 31, 2010","Feb 16, 2011",SR0209-000
canakinumab,Ilaris,Canakinumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Ilaris_Jan-28-2011.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/ilaris_plain_language_rec_march-15-2011_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Ilaris.pdf,Cryopyrin-Associated Periodic Syndrome,Do not list,Complete,"Jul 7, 2010","Jan 26, 2011",SR0204-000
sapropterin dihydrochloride,Kuvan,Sapropterin dihydrochloride,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Kuvan_Jan-28-2011.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/kuvan_plain-language_rec_march-15-2011_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Kuvan.pdf,Phenylketonuria (PKU),Do not list,Complete,"Jul 8, 2010","Jan 26, 2011",SR0205-000
tocilizumab,Actemra,Tocilizumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Actemra-Nov-19-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/relatedinfo/cdr_trans_actemra_plainl-r-r_jan11_2011_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Actemra.pdf,"Arthritis, Rheumatoid",List with clinical criteria and/or conditions,Complete,"May 27, 2010","Nov 17, 2010",SR0201-000
calcitriol,Silkis,Calcitriol,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Silkis_recommendation_Sept_23_2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Silkis.pdf,"Psoriasis, mild to moderate plaque",Do not list,Complete,"Mar 15, 2010","Sep 22, 2010",SR0199-000
tadalafil,Adcirca,Tadalafil,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Adcirca_July-19-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Adcirca.pdf,Pulmonary arterial hypertension,List with clinical criteria and/or conditions,Complete,"Feb 5, 2010","Jul 15, 2010",SR0197-000
sitagliptin phosphate,Januvia,Sitagliptin phosphate,https://www.cadth.ca/sites/default/files/DRR/2024/TS0002%20Updated%20CADTH%20Reimbursement%20Recommendations%20.pdf; https://www.cadth.ca/sites/default/files/cdr/complete/cdr_complete_Januvia%20Resubmission_June-29-2010.pdf; https://www.cadth.ca/sites/default/files/cdr/tracking/cdr_tracking_Januvia_Resubmission-1.pdf,Diabetes mellitus (Type 2),List with clinical criteria and/or conditions,Complete,"Oct 29, 2009","Jun 23, 2010",SR0181-000
sitagliptin phosphate monohydrate metformin hydrochloride,Janumet,Sitagliptin phosphate monohydrate / metformin hydrochloride,https://www.cadth.ca/sites/default/files/DRR/2024/TS0002%20Updated%20CADTH%20Reimbursement%20Recommendations%20.pdf; https://www.cadth.ca/sites/default/files/cdr/complete/cdr_complete_Janumet_June-29-2010.pdf; https://www.cadth.ca/sites/default/files/cdr/tracking/cdr_tracking_Janumet.pdf,Diabetes mellitus (Type 2),List with clinical criteria and/or conditions,Complete,"Nov 4, 2009","Jun 23, 2010",SR0182-000
raltegravir,Isentress,Raltegravir,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Isentress-HIV_June-29-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Isentress_New-Indication.pdf,HIV (treatment naïve),Do not list,Complete,"Dec 4, 2009","Jun 23, 2010",SR0191-000
saxagliptin,Onglyza,Saxagliptin,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Onglyza_June-18-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Onglyza.pdf,Diabetes mellitus (Type 2),Do not list,Complete,"Nov 9, 2009","Jun 17, 2010",SR0185-000
abatacept,Orencia,Abatacept,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Orencia-Resubmission_June-17-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Orencia_Resubmission-1.pdf,"Arthritis, Rheumatoid",List in a similar manner,Complete,"Dec 2, 2009","Jun 17, 2010",SR0187-000
darunavir,Prezista,Darunavir,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Prezista_Pediatric_HIV_June-17-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Prezista_New_Indication.pdf,HIV infection (Pediatric),List with clinical criteria and/or conditions,Complete,"Dec 22, 2009","Jun 17, 2010",SR0194-000
certolizumab pegol,Cimzia,Certolizumab pegol,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Cimzia_May-28-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Cimzia.pdf,"Arthritis, rheumatoid",Do not list,Complete,"Sep 3, 2009","May 27, 2010",SR0175-000
dronedarone hydrochloride,Multaq,Dronedarone hydrochloride,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Multaq_May-31-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Multaq.pdf,Atrial fibrillation,Do not list,Complete,"Sep 18, 2009","May 27, 2010",SR0177-000
romiplostim,Nplate,Romiplostim,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Nplate_May-27-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Nplate.pdf,Chronic immune (idiopathic) thrombocytopenic purpura (ITP),Do not list,Complete,"Sep 29, 2009","May 27, 2010",SR0179-000
loteprednol etabonate,Lotemax,Loteprednol etabonate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Lotemax_May-19-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Lotemax.pdf,Post-operative inflammation following cataract surgery,Do not list,Complete,"Dec 2, 2009","May 19, 2010",SR0186-000
hydromorphone hydrochloride,Jurnista,Hydromorphone hydrochloride,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Jurnista_May-19-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Jurnista.pdf,"Pain, Chronic (moderate to severe)",Do not list,Complete,"Dec 4, 2009","May 19, 2010",SR0190-000
aripiprazole,Abilify,Aripiprazole,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Abilify_April-30-2010_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Abilify.pdf,Schizophrenia,Do not list,Complete,"Nov 6, 2009","Apr 27, 2010",SR0183-000
golimumab,Simponi,Golimumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Simponi-RA_March-17-2010_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Simponi_RA.pdf,"Arthritis, Rheumatoid",List in a similar manner,Complete,"Sep 3, 2009","Mar 17, 2010",SR0174-000
teriparatide rdna origin injection,Forteo,Teriparatide (rDNA origin) injection,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Forteo-ACP_March-17-2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Forteo_ACP_Submission.pdf,"Osteoporosis (in women), Severe",Do not list,Complete,"Oct 23, 2009","Mar 17, 2010",SR0180-000
golimumab,Simponi,Golimumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Simponi-PsA_March-17-2010_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Simponi_PsA.pdf,"Arthritis, psoriatic",List in a similar manner,Complete,"Sep 3, 2009","Mar 17, 2010",SR0195-000
golimumab,Simponi,Golimumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Simponi-AS_March-17-2010_e.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Simponi_AS.pdf,Ankylosing spondylitis,List in a similar manner,Complete,"Sep 3, 2009","Mar 17, 2010",SR0196-000
brinzolamide and timolol maleate suspension,Azarga,Brinzolamide and timolol maleate suspension,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Azarga_February_18_2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Azarga.pdf,Glaucoma and ocular hypertension,List in a similar manner to other drugs in class,Complete,"Aug 28, 2009","Feb 18, 2010",SR0173-000
eculizumab,Soliris,Eculizumab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Soliris_February_18_2010.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_SR0176_Soliris.pdf,Paroxysmal nocturnal hemoglobinuria (PNH),Do not list,Complete,"Sep 18, 2009","Feb 18, 2010",SR0176-000
lisdexamfetamine dimesylate,Vyvanse,Lisdexamfetamine dimesylate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Vyvanse-December-18-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Vyvanse.pdf,Attention deficit hyperactivity disorder,Do not list,Complete,"Jul 10, 2009","Dec 18, 2009",SR0171-000
clostridium botulinum neurotoxin type free complexing proteins,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins",https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Xeomin_Blepharospasm-December-18-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Xeomin_Blepharospasm.pdf,Blepharospasm,List in a similar manner,Complete,"Jun 12, 2009","Dec 16, 2009",SR0168-000
clostridium botulinum neurotoxin type free complexing proteins,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins",https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Xeomin_Cervical_Dystonia-December-18-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Xeomin_Cervical_Dystonia.pdf,Cervical Dystonia,List in a similar manner,Complete,"Jun 12, 2009","Dec 16, 2009",SR0192-000
clostridium botulinum neurotoxin type free complexing proteins,Xeomin,"Clostridium botulinum neurotoxin type A, free from complexing proteins",https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Xeomin_Post-Stroke_Spasticity-December-18-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Xeomin_Post-Stroke_Spasticity.pdf,"Spasticity, Post-stroke",Do not list,Complete,"Jun 12, 2009","Dec 16, 2009",SR0193-000
glatiramer acetate,Copaxone,Glatiramer acetate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_comoplete_Copaxone_November-27-2009%20.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Copaxone.pdf,"Clinically Isolated Syndrome (CIS), suggestive of Multiple Sclerosis",Do not list,Complete,"Apr 29, 2009","Nov 25, 2009",SR0164-000
eplerenone,Inspra,Eplerenone,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Inspra_November-27-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Inspra.pdf,Post myocardial infarction,Do not list,Complete,"May 6, 2009","Nov 25, 2009",SR0165-000
darunavir,Prezista,Darunavir,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Prezista_HIV_October-14-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Prezista_New_Indication-naive.pdf,HIV (treatment naive),List with clinical criteria and/or conditions,Complete,"Mar 27, 2009","Oct 14, 2009",SR0163-000
desvenlafaxine succinate,Pristiq,Desvenlafaxine succinate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Pristiq_September-25-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Pristiq.pdf,"Depressive, Major Disorder (MDD)",Do not list,Complete,"Mar 5, 2009","Sep 23, 2009",SR0159-000
pregabalin,Lyrica,Pregabalin,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Lyrica%20Resubmission_September_25-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Lyrica_Resubmission_1.pdf,diabetic peripheral neuropathy,Do not list,Complete,"Mar 20, 2009","Sep 23, 2009",SR0162-000
insulin detemir,Levemir,Insulin detemir,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Levemir_Resubmission_Adults_August_20-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Levemir_Resubmission_2.pdf,Diabetes mellitus,Do not list,Complete,"Mar 10, 2009","Aug 20, 2009",SR0160-000
insulin detemir,Levemir,Insulin detemir,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Levemir_Pediatrics_August_20_2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Levemir_new_indication.pdf,"Diabetes mellitus Type1, Pediatrics",Do not list,Complete,"Mar 10, 2009","Aug 20, 2009",SR0172-000
levodopa carbidopa,Duodopa,Levodopa / carbidopa,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Duodopa_July_24_2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Duodopa.pdf,Parkinson's disease,Do not list,Complete,"Dec 19, 2008","Jul 22, 2009",SR0154-000
teriparatide rdna origin injection,Forteo,Teriparatide (rDNA origin) injection,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Forteo_SIO_July%2023_2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_Forteo_New-Indication.pdf,"Osteoporosis, glucocorticoid induced",Do not list,Complete,"Dec 18, 2008","Jul 22, 2009",SR0152-000
alendronate sodium cholecalciferol,Fosavance 70/5600,Alendronate sodium / cholecalciferol,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Fosavance-70_5600_June-17-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Fosavance-5600.pdf,Osteoporosis,List in a similar manner to other drugs in class,Complete,"Dec 18, 2008","Jun 17, 2009",SR0153-000
ustekinumab,Stelara,Ustekinumab,https://www.cda-amc.ca/sites/default/files/attachments/2023-11/TS0001-PsO-Updated-Streamlined-Rec.pdf; https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Stelara_June-17-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Stelara.pdf,Psoriasis,List with clinical criteria and/or conditions,Complete,"Jan 7, 2009","Jun 17, 2009",SR0156-000
solifenacin succinate,Vesicare,Solifenacin succinate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Vesicare-Resubmisson_1_June-17-2009.pdf,"Bladder, overactive",List with clinical criteria and/or conditions,Complete,"Jan 5, 2009","Jun 17, 2009",SR0155-000
olmesartan medoxomil hydrochlorothiazide,Olmetec Plus,Olmesartan medoxomil + hydrochlorothiazide,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Olmetec-Plus_May-27-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Olmetec-Olmetec_Plus.pdf,Hypertension,List in a similar manner to other drugs in class,Complete,"Nov 28, 2008","May 27, 2009",SR0151-000
olmesartan medoxomil,Olmetec,Olmesartan medoxomil,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Olmetec_May-27-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Olmetec.pdf,Hypertension,List in a similar manner to other drugs in class,Complete,"Nov 28, 2008","May 27, 2009",SR0150-000
abatacept,Orencia,Abatacept,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Orencia_Final_April%2024_2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_Orencia_New_Indication.pdf,"Arthritis, Juvenile Idiopathic & Juvenile Rheumatoid",List with clinical criteria and/or conditions,Complete,"Aug 29, 2008","Apr 22, 2009",SR0145-000
infliximab,Remicade,Infliximab,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Remicade_Final_April_24_2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Remicade.pdf,Ulcerative Colitis,Do not list,Complete,"Sep 29, 2008","Apr 22, 2009",SR0146-000
darifenacin hydrobromide,Enablex,Darifenacin hydrobromide,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Enablex%20Resubmission-1_April-17-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdt_update_Enablex_Resubmission-1.pdf,"Bladder, overactive",List with clinical criteria and/or conditions,Complete,"Oct 1, 2008","Apr 16, 2009",SR0147-000
tenofovir disoproxil fumarate,Viread,Tenofovir disoproxil fumarate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Viread-HBV_March-18-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Viread-HBV.pdf,Hepatitis B (chronic),List with clinical criteria and/or conditions,Complete,"Oct 2, 2008","Mar 18, 2009",SR0148-000
natalizumab,Tysabri,Natalizumab,https://www.cda-amc.ca/sites/default/files/attachments/2025-03/TS0004-Cladribine-Natalizumab_Updated_Recommendations_1.pdf; https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Tysabri-Resubmission_February-25-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Tysabri-Resubmission_1.pdf,"Multiple Sclerosis, relapsing-remitting",List with clinical criteria and/or conditions,Complete,"May 6, 2008","Feb 25, 2009",SR0133-000
insulin glulisine,Apidra,Insulin glulisine,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Apidra_February-19-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Apidra.pdf,"Diabetes, Mellitus (Type 1 & 2)",List in a similar manner to other drugs in class,Complete,"Aug 29, 2008","Feb 19, 2009",SR0144-000
dabigatran etexilate,Pradaxa,Dabigatran etexilate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Pradax_March-3-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Pradax.pdf,"Thromboembolism (venous), prevention",Do not list,Complete,"Jul 8, 2008","Jan 28, 2009",SR0140-000
sodium oxybate,Xyrem,Sodium oxybate,https://www.cda-amc.ca/sites/default/files/cdr/complete/cdr_complete_Xyrem%20Resubmission_January-28-2009.pdf; https://www.cda-amc.ca/sites/default/files/cdr/tracking/cdr_tracking_Xyrem_Resubmission_1.pdf,Narcolepsy,Do not list,Complete,"Jul 9, 2008","Jan 28, 2009",SR0141-000
